"Environment Canada"
"Monthly Values for September - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"KUGLUKTUK A","67.817","-115.144","NU","4.0","2",NA,"20.7","2","-5.5","0","13.2","0",NA,"71.6","1",NA,"2.0","9","",,NA,"392.5","0.0","2300903"
"KUGLUKTUK CLIMATE","67.817","-115.135","NU","3.9","0",NA,"20.9","0","-5.5","0","",,NA,"36.5","0",NA,"","8","",,NA,"423.4","0.0","2300904"
"CORAL HARBOUR A","64.193","-83.359","NU","2.8","1",NA,"11.4","0","-8.0","1","9.4","1",NA,"88.0","0",NA,"","11","",,NA,"441.6","0.0","2301002"
"CORAL HARBOUR RCS","64.333","-83.617","NU","2.9","0",NA,"11.4","0","-6.5","0","",,NA,"77.2","0",NA,"","10","",,NA,"451.8","0.0","2301010"
"ENNADAI LAKE (AUT)","61.132","-100.884","NU","6.2","1",NA,"17.5","1","-1.7","0","",,NA,"54.8","1",NA,"","10","",,NA,"341.9","0.0","2301102"
"ARVIAT CLIMATE","61.100","-94.067","NU","6.6","1",NA,"15.0","1","-0.7","0","",,NA,"126.7","1",NA,"","18","",,NA,"331.6","0.0","2301153"
"GJOA HAVEN A","68.636","-95.850","NU","1.4","9",NA,"7.5","9","-4.7","9","",,NA,"17.5","9",NA,"","6","",,NA,"349.3","0.0","2302337"
"GJOA HAVEN CLIMATE","68.636","-95.850","NU","1.5","0",NA,"7.8","0","-4.7","0","",,NA,"35.9","0",NA,"","8","",,NA,"495.9","0.0","2302340"
"HAT ISLAND","68.318","-100.087","NU","2.2","1",NA,"11.0","1","-4.4","1","",,NA,"",,NA,"","","",,NA,"458.0","0.0","2302370"
"CAM FOUR","68.437","-89.726","NU","-2.5","11",NA,"10.8","7","-35.4","7","",,NA,"",,NA,"","","",,NA,"390.0","0.0","2303093"
"KUGAARUK CLIMATE","68.538","-89.796","NU","1.9","0",NA,"13.5","0","-4.2","0","",,NA,"41.4","0",NA,"","10","",,NA,"483.9","0.0","2303094"
"RANKIN INLET A","62.811","-92.115","NU","5.7","0",NA,"15.7","0","-0.8","0","0.3","0",NA,"64.7","0",NA,"","8","",,NA,"368.4","0.0","2303405"
"ROBERTSON LAKE (AUT)","65.100","-102.429","NU","4.0","1",NA,"17.3","1","-3.9","0","",,NA,"55.0","3",NA,"","10","",,NA,"406.0","0.0","2303610"
"SANIKILUAQ","56.537","-79.260","NU","7.0","3",NA,"13.8","3","0.9","1","",,NA,"12.5","5",NA,"","7","",,NA,"296.3","0.0","2303668"
"CROKER RIVER","69.276","-119.219","NU","2.6","1",NA,"16.7","1","-3.7","1","",,NA,"",,NA,"","","",,NA,"447.4","0.0","230J01Q"
"LUPIN CS","65.755","-111.246","NU","3.0","5",NA,"15.1","3","-7.1","3","",,NA,"21.9","7",NA,"","9","",,NA,"375.2","0.0","230N002"
"ALERT CLIMATE","82.500","-62.333","NU","-4.6","0",NA,"4.5","0","-15.0","0","",,NA,"12.9","0",NA,"11.0","4","",,NA,"678.7","0.0","2400305"
"ALERT UA","82.500","-62.333","NU","",,NA,"",,"",,"18.8","0",NA,"15.0","0",NA,"8.0","4","","",NA,"","","2400306"
"ARCTIC BAY CS","72.993","-85.012","NU","-0.1","20",NA,"4.0","15","-5.4","15","",,NA,"0.0","28",NA,"","0","",,NA,"181.1","0.0","2400404"
"FOX FIVE","67.536","-63.789","NU","0.3","3",NA,"7.9","3","-5.3","2","",,NA,"",,NA,"","","",,NA,"479.0","0.0","2400570"
"QIKIQTARJUAQ CLIMATE","67.547","-64.033","NU","2.9","4",NA,"9.8","3","-2.5","1","",,NA,"13.7","4",NA,"","2","",,NA,"392.8","0.0","2400573"
"QIKIQTARJUAQ A","67.547","-64.032","NU","3.0","2",NA,"12.1","1","-2.2","2","",,NA,"0.0","2",NA,"","0","",,NA,"419.1","0.0","2400577"
"CAMBRIDGE BAY A","69.108","-105.137","NU","2.0","0",NA,"12.6","0","-5.8","0","7.6","1",NA,"33.0","0",NA,"0.0","6","",,NA,"481.5","0.0","2400601"
"CAMBRIDGE BAY GSN","69.108","-105.138","NU","",,NA,"",,"",,"",,NA,"29.7","0",NA,"","5","",,NA,"","","2400602"
"CAPE DORSET CLIMATE","64.231","-76.530","NU","3.1","0",NA,"9.4","0","-2.0","0","",,NA,"33.8","0",NA,"","7","",,NA,"447.4","0.0","2400636"
"CAPE DORSET A","64.230","-76.525","NU","3.1","8",NA,"9.6","8","-1.4","8","",,NA,"16.7","8",NA,"","4","",,NA,"328.7","0.0","2400637"
"CAPE HOOPER","68.473","-66.815","NU","0.8","1",NA,"6.4","1","-4.1","1","",,NA,"",,NA,"","","",,NA,"497.4","0.0","2400660"
"CLYDE RIVER CLIMATE","70.483","-68.517","NU","2.0","0",NA,"9.8","0","-5.2","0","",,NA,"30.8","0",NA,"","9","",,NA,"481.2","0.0","2400802"
"CLYDE RIVER A","70.486","-68.517","NU","1.7","8",NA,"9.5","8","-4.9","8","",,NA,"25.2","8",NA,"","8","",,NA,"359.0","0.0","2400804"
"CAPE MERCY","64.958","-63.578","NU","-0.9","5",NA,"6.3","5","-6.5","4","",,NA,"",,NA,"","","",,NA,"471.8","0.0","2400F63"
"EUREKA CLIMATE","79.989","-85.934","NU","-4.4","1",NA,"3.9","1","-13.6","0","",,NA,"16.1","1",NA,"0.0","3","",,NA,"648.2","0.0","2401199"
"EUREKA A","79.994","-85.812","NU","-4.6","0",NA,"3.0","0","-14.2","0","8.9","0",NA,"16.8","0",NA,"4.0","4","",,NA,"679.4","0.0","2401203"
"FORT ROSS","72.018","-94.198","NU","-0.2","2",NA,"5.0","1","-4.3","1","",,NA,"19.1","4",NA,"","6","",,NA,"509.7","0.0","2402051"
"GATESHEAD ISLAND","70.633","-100.267","NU","-0.2","1",NA,"5.4","1","-4.8","0","",,NA,"14.8","2",NA,"","6","",,NA,"527.3","0.0","2402332"
"GRISE FIORD CLIMATE","76.423","-82.902","NU","-1.8","3",NA,"3.5","1","-7.4","2","",,NA,"64.2","5",NA,"","12","",,NA,"534.8","0.0","2402351"
"HALL BEACH CLIMATE","68.776","-81.244","NU","1.6","0",NA,"8.4","0","-5.2","0","",,NA,"24.5","0",NA,"","8","",,NA,"491.9","0.0","2402353"
"HALL BEACH A","68.776","-81.243","NU","1.9","8",NA,"8.3","8","-5.3","8","",,NA,"20.9","8",NA,"","6","",,NA,"353.7","0.0","2402354"
"IQALUIT CLIMATE","63.747","-68.544","NU","3.1","1",NA,"11.7","1","-4.2","0","",,NA,"45.7","1",NA,"","12","",,NA,"432.2","0.0","2402592"
"ISACHSEN (AUT)","78.792","-103.554","NU","-5.2","7",NA,"0.8","7","-15.3","3","",,NA,"33.9","8",NA,"","12","",,NA,"534.0","0.0","2402604"
"PANGNIRTUNG","66.143","-65.711","NU","3.2","0",NA,"10.6","0","-3.8","0","",,NA,"41.6","0",NA,"","6","",,NA,"444.8","0.0","2403049"
"POND INLET CLIMATE","72.693","-77.958","NU","-1.0","0",NA,"4.3","0","-7.8","0","",,NA,"48.3","0",NA,"","10","",,NA,"568.8","0.0","2403204"
"POND INLET A","72.689","-77.969","NU","-0.5","9",NA,"4.3","9","-7.1","9","",,NA,"29.2","9",NA,"","8","",,NA,"389.0","0.0","2403206"
"REA POINT","75.377","-105.715","NU","-3.0","3",NA,"2.3","3","-10.5","1","",,NA,"5.6","7",NA,"","1","",,NA,"565.7","0.0","2403450"
"RESOLUTE BAY A","74.717","-94.969","NU","-2.5","0",NA,"3.5","0","-11.4","0","24.9","0",NA,"38.3","1",NA,"9.0","8","",,NA,"615.5","0.0","2403498"
"RESOLUTE CS","74.716","-94.983","NU","-1.8","15",NA,"3.8","15","-11.5","3","",,NA,"20.8","15",NA,"","5","",,NA,"297.2","0.0","2403505"
"RESOLUTION ISLAND","61.600","-64.633","NU","1.8","4",NA,"12.7","4","-3.9","1","",,NA,"",,NA,"","","",,NA,"421.6","0.0","2403602"
"ROWLEY ISLAND","69.083","-79.033","NU","2.7","25",NA,"5.0","25","-0.2","24","",,NA,"",,NA,"","","",,NA,"76.4","0.0","2403625"
"STEFANSSON ISLAND","73.766","-105.296","NU","-1.5","2",NA,"5.1","1","-8.0","2","",,NA,"8.1","5",NA,"","2","",,NA,"545.9","0.0","2403756"
"SVARTEVAEG","81.161","-91.816","NU","-5.0","0",NA,"2.2","0","-15.0","0","",,NA,"17.9","0",NA,"","7","",,NA,"690.1","0.0","2403833"
"TALOYOAK A","69.547","-93.577","NU","1.2","3",NA,"8.4","2","-5.1","3","13.6","1",NA,"46.6","2",NA,"2.0","12","",,NA,"454.1","0.0","2403855"
"WAGER BAY (AUT)","65.879","-89.446","NU","",,NA,"",,"",,"",,NA,"29.4","26",NA,"","2","",,NA,"","","2403945"
"NANGMAGVIK LAKE","74.139","-119.989","NT","",,NA,"",,"-6.1","24","",,NA,"",,NA,"","","",,NA,"","","2500440"
"HOLMAN CS","70.761","-117.800","NT","1.4","0",NA,"11.2","0","-6.0","0","",,NA,"34.2","0",NA,"","13","",,NA,"498.4","0.0","2502505"
"SACHS HARBOUR CLIMATE","71.993","-125.254","NT","-0.7","0",NA,"8.2","0","-8.5","0","",,NA,"25.8","0",NA,"","12","",,NA,"560.5","0.0","2503648"
"THOMSEN RIVER","73.231","-119.538","NT","-0.8","15",NA,"8.2","15","-9.7","15","",,NA,"",,NA,"","","",,NA,"281.3","0.0","2503886"
"MOULD BAY CS","76.238","-119.347","NT","-3.7","1",NA,"4.5","1","-14.7","1","",,NA,"8.8","3",NA,"3.0","1","",,NA,"629.1","0.0","250M001"
"ABEE AGDM","54.283","-112.967","AB","8.9","4",NA,"24.2","4","-6.0","0","",,NA,"28.3","4",NA,"","6","",,NA,"235.5","0.0","3010010"
"ALBERT HALL AGCM","53.113","-111.181","AB","10.8","0",NA,"28.8","0","-2.5","0","",,NA,"22.1","1",NA,"","5","",,NA,"217.2","0.6","3010060"
"ALLIANCE AGCM","52.315","-111.779","AB","10.6","3",NA,"25.7","2","-1.4","1","",,NA,"10.1","3",NA,"","4","",,NA,"198.8","0.0","3010162"
"ANDREW AGDM","53.917","-112.279","AB","9.7","12",NA,"24.5","7","-3.1","11","",,NA,"24.3","13",NA,"","4","",,NA,"150.1","0.0","3010237"
"BELLSHILL AGCM","52.582","-111.465","AB","12.5","10",NA,"27.5","7","0.2","3","",,NA,"17.2","10",NA,"","6","",,NA,"112.2","2.3","3010650"
"BODO AGDM","52.124","-110.101","AB","11.4","2",NA,"29.5","2","-1.4","0","",,NA,"21.7","2",NA,"","6","",,NA,"187.2","3.1","3010730"
"BRETON PLOTS","53.089","-114.441","AB","10.2","0",NA,"25.2","0","-1.3","0","",,NA,"58.3","0",NA,"","8","",,NA,"234.3","0.0","3010816"
"BUSBY AGCM","53.931","-113.922","AB","10.0","0",NA,"23.7","0","-3.5","0","",,NA,"33.3","1",NA,"","7","",,NA,"239.3","0.0","3010979"
"CADOGAN AGCM","52.334","-110.510","AB","11.5","3",NA,"28.2","1","-0.8","2","",,NA,"11.4","4",NA,"","6","",,NA,"178.5","2.6","3010992"
"CALMAR","53.290","-113.863","AB","",,"","26.0","29","7.0","29","0.0","29",NA,"0.0","29",NA,"","0","","",NA,"","","3011120"
"CAMROSE","53.035","-112.814","AB","10.4","0","0.0","25.3","0","-2.0","0","",,NA,"17.3","0","43.0","","2","",,NA,"228.7","0.0","3011240"
"CARNWOOD","53.234","-114.654","AB","10.0","0",NA,"24.0","0","-3.0","0","0.0","0",NA,"99.0","0",NA,"0.0","11","","",NA,"238.8","0.0","3011350"
"CONSORT AGDM","51.937","-110.713","AB","11.2","3",NA,"28.3","2","0.7","1","",,NA,"27.8","5",NA,"","9","",,NA,"187.7","2.8","3011815"
"CORONATION CLIMATE","52.074","-111.449","AB","10.1","0",NA,"25.8","0","-3.0","0","",,NA,"21.3","0",NA,"","7","",,NA,"237.9","0.4","3011887"
"CRESTOMERE AGCM","52.733","-113.903","AB","10.0","5",NA,"25.0","4","-3.4","1","",,NA,"19.3","5",NA,"","6","",,NA,"200.7","0.0","3011892"
"DELBURNE AGCM","52.183","-113.176","AB","10.9","3",NA,"24.6","2","0.4","1","",,NA,"26.4","3",NA,"","7","",,NA,"192.9","0.0","3012050"
"DEWBERRY AGCM","53.659","-110.588","AB","10.9","4",NA,"28.8","2","-1.5","2","",,NA,"15.1","4",NA,"","2","",,NA,"186.3","1.7","3012073"
"EDGERTON AGCM","52.778","-110.433","AB","11.5","3",NA,"28.5","2","-1.0","1","",,NA,"11.0","3",NA,"","3","",,NA,"177.0","2.0","3012192"
"EDMONTON INTERNATIONAL CS","53.307","-113.606","AB","9.8","0",NA,"25.7","0","-4.5","0","",,NA,"27.6","0",NA,"","5","",,NA,"247.0","0.0","3012206"
"EDMONTON BLATCHFORD","53.573","-113.517","AB","11.9","1",NA,"26.3","1","1.5","0","",,NA,"18.4","1",NA,"","3","",,NA,"177.8","0.0","3012209"
"EDMONTON NAMAO AWOS A","53.667","-113.467","AB","10.8","0",NA,"25.4","0","-1.0","0","",,NA,"18.0","7",NA,"","5","",,NA,"214.7","0.0","3012212"
"EDMONTON INTL A","53.310","-113.579","AB","9.8","0",NA,"25.4","0","-4.3","0","0.4","0",NA,"21.5","0",NA,"","4","",,NA,"246.1","0.0","3012216"
"EDMONTON VILLENEUVE A","53.668","-113.856","AB","11.1","8",NA,"24.1","8","-1.9","8","",,NA,"17.9","8",NA,"","5","",,NA,"152.4","0.0","3012229"
"EDMONTON STONY PLAIN","53.548","-114.108","AB","11.6","0","0.5","25.0","0","1.5","0","0.0","0","0.0","36.8","0","83.0","0.0","8","",,NA,"191.9","0.0","301222F"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","11.1","0","1.1","26.7","0","-0.6","0","",,NA,"37.3","0","70.0","","9","",,NA,"205.7","0.0","3012275"
"FABYAN","52.967","-111.000","AB","10.2","0","-0.2","28.5","0","-3.0","0","0.0","0","0.0","39.8","0","105.0","0.0","6","","",NA,"236.1","2.3","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","9.6","4",NA,"24.6","2","-2.6","3","",,NA,"24.8","5",NA,"","4","",,NA,"219.2","0.0","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","11.9","0","0.0","26.0","0","0.5","0","0.0","0","0.0","30.7","0","79.0","0.0","8","","",NA,"186.7","2.5","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","10.8","3",NA,"26.7","2","-1.8","1","",,NA,"22.2","5",NA,"","5","",,NA,"195.3","0.1","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","13.7","14","2.8","26.0","14","-3.0","14","0.0","15",NA,"15.4","15",NA,"0.0","5","","",NA,"70.4","0.8","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","11.6","6",NA,"28.7","5","-1.6","1","",,NA,"22.6","7",NA,"","4","",,NA,"157.2","2.6","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","10.9","1",NA,"24.5","0","-1.6","1","",,NA,"",,NA,"","","",,NA,"205.9","0.0","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","10.1","0",NA,"25.6","0","-2.7","0","",,NA,"9.1","22",NA,"","4","",,NA,"238.0","0.0","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","10.7","0",NA,"28.0","0","-2.3","0","",,NA,"13.7","21",NA,"","5","",,NA,"222.2","2.3","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","10.4","5",NA,"26.6","3","-2.2","3","",,NA,"10.5","8",NA,"","5","",,NA,"189.7","0.2","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","11.1","5",NA,"28.4","3","-1.0","2","",,NA,"11.1","6",NA,"","3","",,NA,"174.8","2.1","3013362"
"KILLAM AGDM","52.848","-111.872","AB","10.6","3",NA,"26.6","3","-2.6","0","",,NA,"28.1","4",NA,"","9","",,NA,"200.1","0.0","3013640"
"KESSLER AGCM","52.290","-111.113","AB","11.4","7",NA,"27.9","3","-2.0","4","",,NA,"10.5","8",NA,"","4","",,NA,"153.4","1.1","3013644"
"KITSCOTY AGCM","53.353","-110.416","AB","11.0","6",NA,"28.6","3","-0.9","4","",,NA,"11.5","9",NA,"","2","",,NA,"171.1","2.8","3013660"
"LEGAL AGCM","54.003","-113.474","AB","11.0","6",NA,"25.2","4","-1.7","2","",,NA,"25.0","7",NA,"","5","",,NA,"169.2","0.0","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","9.9","5",NA,"26.8","4","-3.2","2","",,NA,"22.4","6",NA,"","4","",,NA,"205.3","1.8","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","11.9","11",NA,"28.5","11","-0.7","11","",,NA,"9.3","11",NA,"","2","",,NA,"119.3","2.5","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","11.3","0","1.0","28.5","0","-0.5","0","0.0","0","0.0","17.0","0","40.0","0.0","5","","",NA,"203.6","2.5","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"0.0","4",NA,"43.4","4",NA,"0.0","6","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","11.0","0",NA,"27.5","0","-0.9","0","",,NA,"12.9","0",NA,"","3","",,NA,"211.1","1.6","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"0.0","0","0.0","36.4","0","106.0","0.0","9","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","10.7","5",NA,"25.6","4","-0.2","1","",,NA,"25.8","8",NA,"","7","",,NA,"181.9","0.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","9.7","9",NA,"27.2","8","-6.1","7","",,NA,"11.5","9",NA,"","4","",,NA,"174.4","0.0","3014690"
"NEW SAREPTA AGCM","53.262","-113.165","AB","10.3","0",NA,"25.4","0","-3.8","0","",,NA,"21.7","0",NA,"","5","",,NA,"232.4","0.0","3014795"
"OLIVER AGDM","53.650","-113.350","AB","10.3","7",NA,"25.5","3","-2.8","4","",,NA,"",,NA,"","","",,NA,"176.0","0.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","10.5","0",NA,"26.8","0","-3.4","0","",,NA,"",,NA,"","","",,NA,"226.4","0.0","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","11.1","0",NA,"25.7","0","-0.4","0","",,NA,"26.4","0",NA,"","5","",,NA,"207.2","0.3","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","11.7","5",NA,"28.4","4","-2.2","1","",,NA,"8.2","6",NA,"","1","",,NA,"157.6","1.3","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","11.3","4",NA,"29.2","2","-0.4","2","",,NA,"16.8","4",NA,"","4","",,NA,"176.0","3.0","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","8.9","1",NA,"25.0","1","-2.6","0","",,NA,"80.7","1",NA,"","8","",,NA,"262.6","0.0","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","10.7","0",NA,"26.8","0","-2.5","0","",,NA,"18.9","0",NA,"","4","",,NA,"220.3","1.2","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","10.9","10",NA,"24.5","8","-2.0","4","",,NA,"30.2","9",NA,"","5","",,NA,"142.5","0.0","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","10.3","8",NA,"24.2","4","-1.4","5","",,NA,"27.8","9",NA,"","3","",,NA,"169.3","0.3","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","11.3","0",NA,"30.2","0","-2.1","0","",,NA,"19.4","7",NA,"","5","",,NA,"204.3","3.8","3015797"
"SHONTS AGCM","53.333","-112.539","AB","10.2","5",NA,"25.9","5","-3.6","1","",,NA,"57.5","6",NA,"","21","",,NA,"194.5","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","10.2","0",NA,"25.0","0","-2.0","0","",,NA,"24.5","3",NA,"","7","",,NA,"233.2","0.0","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","10.1","9",NA,"28.8","7","-1.6","4","",,NA,"35.1","10",NA,"","11","",,NA,"166.6","1.6","3016070"
"STETTLER AGDM","52.347","-112.596","AB","10.6","0",NA,"25.0","0","-0.4","0","",,NA,"15.8","1",NA,"","5","",,NA,"223.1","0.0","3016124"
"THORSBY AGCM","53.217","-113.895","AB","10.3","8",NA,"23.6","6","-1.0","3","",,NA,"30.1","9",NA,"","4","",,NA,"169.4","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","10.4","0",NA,"24.5","0","-0.6","0","",,NA,"44.0","0",NA,"","6","",,NA,"228.9","0.0","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","10.7","4",NA,"29.5","3","-2.0","2","",,NA,"23.3","4",NA,"","4","",,NA,"192.2","2.5","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"0.0","0",NA,"40.4","0",NA,"0.0","7","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","11.0","2",NA,"25.4","1","0.3","1","",,NA,"25.8","2",NA,"","5","",,NA,"197.4","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","10.6","3",NA,"28.8","3","-2.8","1","",,NA,"12.8","3",NA,"","5","",,NA,"200.4","0.7","3016802"
"VIKING AGCM","53.182","-111.732","AB","11.2","0",NA,"26.9","0","-1.2","0","",,NA,"20.4","0",NA,"","5","",,NA,"206.0","1.3","3016841"
"VILNA AGCM","54.130","-111.921","AB","10.2","1",NA,"25.6","1","-2.1","0","",,NA,"23.9","2",NA,"","5","",,NA,"225.7","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","10.6","1",NA,"24.6","1","-1.4","0","",,NA,"49.6","1",NA,"","5","",,NA,"214.9","0.0","3016860"
"VEGREVILLE","53.505","-112.098","AB","11.0","0","0.9","26.5","0","-2.1","0","",,NA,"31.5","0","78.0","","6","",,NA,"209.0","0.0","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","10.1","10",NA,"24.5","9","-2.5","3","",,NA,"12.1","11",NA,"","3","",,NA,"157.3","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","11.1","0",NA,"24.6","0","1.1","0","",,NA,"29.9","0",NA,"","5","",,NA,"205.9","0.0","301A001"
"ESTHER 1","51.670","-110.206","AB","11.7","0",NA,"30.9","0","-1.8","0","",,NA,"16.3","0",NA,"","4","",,NA,"194.3","3.8","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","11.3","0","0.3","27.0","0","-1.0","0","0.0","0","0.0","25.4","0","65.0","0.0","7","","",NA,"200.5","0.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","11.7","1",NA,"28.9","1","-0.8","0","",,NA,"18.1","2",NA,"","6","",,NA,"186.0","2.9","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","12.0","0",NA,"30.5","0","-2.9","0","",,NA,"16.8","1",NA,"","2","",,NA,"184.3","4.5","3020035"
"ATLEE AGCM","50.810","-111.006","AB","11.8","0",NA,"28.6","0","-1.2","0","",,NA,"29.6","1",NA,"","4","",,NA,"188.9","3.6","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","9.8","0",NA,"25.9","0","-4.5","0","",,NA,"19.7","0",NA,"","4","",,NA,"246.1","0.0","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","11.2","3",NA,"25.2","3","-0.6","0","",,NA,"27.0","4",NA,"","5","",,NA,"184.6","0.0","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","10.7","0",NA,"26.5","0","-0.6","0","",,NA,"18.9","0",NA,"","7","",,NA,"220.9","1.1","3021912"
"CRAIGMYLE","51.767","-112.283","AB","11.1","1","0.0","27.0","1","-1.0","1","0.0","1",NA,"29.4","1",NA,"0.0","9","","",NA,"201.0","1.5","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","11.8","0",NA,"28.2","0","-1.2","0","",,NA,"20.7","3",NA,"","5","",,NA,"189.8","2.3","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","9.8","6",NA,"25.3","4","-1.9","3","",,NA,"60.5","7",NA,"","6","",,NA,"196.3","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","11.0","3",NA,"26.6","2","0.0","1","",,NA,"16.6","4",NA,"","4","",,NA,"191.7","1.7","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","10.1","0",NA,"24.9","0","-1.7","0","",,NA,"31.4","0",NA,"","8","",,NA,"236.4","0.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","8.9","1",NA,"24.3","0","-3.0","1","",,NA,"59.0","1",NA,"","8","",,NA,"263.4","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","9.6","0",NA,"26.1","0","-3.7","0","",,NA,"41.7","4",NA,"","6","",,NA,"253.1","0.0","3023850"
"MORRIN AGDM","51.660","-112.675","AB","9.8","1",NA,"24.7","1","-2.7","0","",,NA,"35.2","1",NA,"","11","",,NA,"236.9","0.5","3024668"
"OLDS AGDM","51.759","-114.085","AB","9.9","2",NA,"23.9","1","-0.2","1","",,NA,"36.7","3",NA,"","5","",,NA,"226.6","0.0","3024925"
"OYEN AGDM","51.383","-110.350","AB","11.4","5",NA,"29.0","4","-2.3","2","",,NA,"22.9","9",NA,"","3","",,NA,"169.2","3.3","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","10.9","2",NA,"28.7","1","-3.2","1","",,NA,"16.6","4",NA,"","4","",,NA,"201.3","2.3","3025243"
"PRENTISS","52.433","-113.600","AB","10.8","2",NA,"24.5","1","0.7","1","",,NA,"37.7","2",NA,"","6","",,NA,"201.4","0.0","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","",,NA,"",,"",,"0.0","0",NA,"36.0","0",NA,"0.0","9","",,NA,"","","3025481"
"SCHULER AGDM","50.307","-110.091","AB","12.3","2",NA,"30.3","2","-1.2","0","",,NA,"33.1","3",NA,"","3","",,NA,"165.1","5.4","3025768"
"SIBBALD WESTGARD","51.425","-110.146","AB","11.6","2",NA,"30.0","2","-3.0","2","0.0","2",NA,"9.0","2",NA,"0.0","6","","",NA,"182.7","4.3","3025928"
"THREE HILLS","51.768","-113.206","AB","9.8","7",NA,"25.6","6","-2.7","2","",,NA,"30.9","11",NA,"","6","",,NA,"188.7","0.0","3026479"
