"Environment Canada"
"Monthly Values for December - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"LITTLE CHICAGO","67.179","-130.228","NT","-25.3","4",NA,"-8.8","4","-42.9","0","",,NA,"",,NA,"","","",,NA,"1167.8","0.0","220B6Q3"
"LUTSELK'E CS","62.416","-110.690","NT","-21.6","0",NA,"-2.1","0","-36.6","0","",,NA,"",,NA,"14.0","","",,NA,"1227.7","0.0","220L002"
"LINDBURG LANDING","61.125","-122.851","NT","-24.1","3",NA,"-11.7","3","-38.4","0","",,NA,"18.3","3",NA,"16.0","5","",,NA,"1178.3","0.0","220N003"
"TRAIL VALLEY","68.746","-133.502","NT","-21.9","3",NA,"-6.1","3","-37.3","0","",,NA,"2.7","4",NA,"","0","",,NA,"1116.6","0.0","220N005"
"ARVIAT A","61.094","-94.072","NU","-22.0","11",NA,"-2.4","11","-36.1","10","",,NA,"0.0","11",NA,"","0","",,NA,"799.6","0.0","2300427"
"BAKER LAKE CLIMATE","64.317","-96.000","NU","-26.6","0",NA,"-6.1","0","-39.5","0","",,NA,"14.1","0",NA,"2.0","6","",,NA,"1382.3","0.0","2300501"
"BAKER LAKE A","64.299","-96.078","NU","-26.2","1",NA,"-6.2","1","-38.8","0","5.6","1",NA,"5.2","1",NA,"36.0","3","",,NA,"1327.0","0.0","2300503"
"BATHURST INLET","66.838","-108.015","NU","-23.8","4",NA,"-1.4","4","-39.6","0","",,NA,"4.4","4",NA,"11.0","1","",,NA,"1129.5","0.0","2300551"
"KUGLUKTUK A","67.817","-115.144","NU","-25.4","1",NA,"-2.2","1","-38.7","0","33.0","1",NA,"12.2","1",NA,"22.0","4","",,NA,"1302.3","0.0","2300903"
"KUGLUKTUK CLIMATE","67.817","-115.135","NU","-25.2","0",NA,"-2.1","0","-38.7","0","",,NA,"",,NA,"35.0","","",,NA,"1338.3","0.0","2300904"
"CORAL HARBOUR A","64.193","-83.359","NU","-23.9","4",NA,"-5.6","2","-41.7","3","25.8","1",NA,"25.0","2",NA,"57.0","5","",,NA,"1131.2","0.0","2301002"
"CORAL HARBOUR RCS","64.183","-83.350","NU","-26.0","7",NA,"-12.1","7","-40.5","6","",,NA,"9.1","7",NA,"","3","",,NA,"1055.8","0.0","2301010"
"ARVIAT CLIMATE","61.100","-94.067","NU","-24.9","0",NA,"-2.3","0","-37.3","0","",,NA,"23.1","6",NA,"6.0","5","",,NA,"1329.9","0.0","2301153"
"GJOA HAVEN A","68.636","-95.850","NU","-24.5","6",NA,"-6.7","6","-35.1","6","",,NA,"0.0","6",NA,"","0","",,NA,"1062.3","0.0","2302337"
"GJOA HAVEN CLIMATE","68.636","-95.850","NU","-24.7","0",NA,"-6.8","0","-35.5","0","",,NA,"5.7","0",NA,"38.0","2","",,NA,"1324.5","0.0","2302340"
"HAT ISLAND","68.318","-100.087","NU","-23.5","1",NA,"-7.3","1","-33.6","0","",,NA,"",,NA,"","","",,NA,"1245.1","0.0","2302370"
"CAM FOUR","68.437","-89.726","NU","-24.8","0",NA,"-9.4","0","-35.2","0","",,NA,"",,NA,"","","",,NA,"1328.2","0.0","2303093"
"KUGAARUK CLIMATE","68.538","-89.796","NU","-23.9","1",NA,"-6.5","1","-36.7","0","",,NA,"5.3","1",NA,"0.0","2","",,NA,"1258.4","0.0","2303094"
"RANKIN INLET A","62.811","-92.115","NU","-26.0","2",NA,"-3.6","1","-39.6","1","3.4","1",NA,"3.2","1",NA,"23.0","1","",,NA,"1274.9","0.0","2303405"
"SANIKILUAQ","56.537","-79.260","NU","-13.1","5",NA,"-1.8","5","-24.0","0","",,NA,"8.5","5",NA,"0.0","4","",,NA,"809.4","0.0","2303668"
"CROKER RIVER","69.276","-119.219","NU","-21.6","0",NA,"-10.6","0","-32.9","0","",,NA,"",,NA,"","","",,NA,"1226.9","0.0","230J01Q"
"LUPIN CS","65.755","-111.246","NU","-28.3","20",NA,"-4.9","18","-40.8","12","",,NA,"42.5","25",NA,"36.0","1","",,NA,"509.2","0.0","230N002"
"ALERT CLIMATE","82.500","-62.333","NU","-24.8","4",NA,"-8.1","2","-34.2","2","",,NA,"6.1","4",NA,"7.0","2","",,NA,"1156.0","0.0","2400305"
"ALERT UA","82.500","-62.333","NU","",,NA,"",,"",,"12.0","0",NA,"9.6","0",NA,"4.0","7","","",NA,"","","2400306"
"ARCTIC BAY CS","72.993","-85.012","NU","-26.7","15",NA,"-16.9","15","-37.1","8","",,NA,"2.9","20",NA,"4.0","2","",,NA,"715.3","0.0","2400404"
"FOX FIVE","67.536","-63.789","NU","-21.1","0",NA,"-7.8","0","-29.8","0","",,NA,"",,NA,"","","",,NA,"1212.8","0.0","2400570"
"QIKIQTARJUAQ CLIMATE","67.547","-64.033","NU","-19.9","0",NA,"-7.2","0","-31.4","0","",,NA,"8.7","0",NA,"10.0","1","",,NA,"1175.1","0.0","2400573"
"QIKIQTARJUAQ A","67.547","-64.032","NU","-19.9","1",NA,"-7.1","1","-31.4","1","",,NA,"0.0","1",NA,"","0","",,NA,"1137.3","0.0","2400577"
"CAMBRIDGE BAY A","69.108","-105.137","NU","-25.8","0",NA,"-5.6","0","-36.9","0","14.8","0",NA,"11.2","0",NA,"22.0","4","",,NA,"1358.3","0.0","2400601"
"CAMBRIDGE BAY GSN","69.108","-105.138","NU","-25.7","0",NA,"-5.5","0","-37.0","0","",,NA,"8.3","0",NA,"1.0","2","",,NA,"1353.6","0.0","2400602"
"CAPE DORSET CLIMATE","64.231","-76.530","NU","-17.1","0",NA,"-4.4","0","-27.1","0","",,NA,"11.6","0",NA,"","5","",,NA,"1089.5","0.0","2400636"
"CAPE DORSET A","64.230","-76.525","NU","-16.0","13",NA,"-8.4","13","-24.0","13","",,NA,"0.0","13",NA,"","0","",,NA,"612.2","0.0","2400637"
"CAPE HOOPER","68.473","-66.815","NU","-21.3","0",NA,"-9.2","0","-29.2","0","",,NA,"",,NA,"","","",,NA,"1218.2","0.0","2400660"
"CLYDE RIVER CLIMATE","70.483","-68.517","NU","-23.4","0",NA,"-8.1","0","-36.6","0","",,NA,"7.4","0",NA,"52.0","1","",,NA,"1282.7","0.0","2400802"
"CLYDE RIVER A","70.486","-68.517","NU","-23.3","5",NA,"-8.1","5","-35.5","5","",,NA,"0.0","5",NA,"","0","",,NA,"1072.6","0.0","2400804"
"CAPE MERCY","64.958","-63.578","NU","-19.0","1",NA,"-3.9","1","-30.4","0","",,NA,"",,NA,"","","",,NA,"1110.8","0.0","2400F63"
"EUREKA CLIMATE","79.989","-85.934","NU","-32.4","0",NA,"-7.6","0","-42.4","0","",,NA,"4.1","0",NA,"5.0","1","",,NA,"1563.6","0.0","2401199"
"EUREKA A","79.994","-85.812","NU","-32.1","4",NA,"-8.9","4","-41.7","4","5.3","1",NA,"3.2","2",NA,"6.0","1","",,NA,"1351.4","0.0","2401203"
"FORT ROSS","72.018","-94.198","NU","-21.8","5",NA,"-7.3","4","-29.9","2","",,NA,"3.0","8",NA,"26.0","1","",,NA,"1034.3","0.0","2402051"
"GATESHEAD ISLAND","70.633","-100.267","NU","-24.2","5",NA,"-7.0","4","-33.1","1","",,NA,"5.5","6",NA,"","3","",,NA,"1097.2","0.0","2402332"
"GRISE FIORD CLIMATE","76.423","-82.902","NU","-25.8","3",NA,"-9.5","3","-35.3","0","",,NA,"3.3","3",NA,"13.0","1","",,NA,"1226.3","0.0","2402351"
"HALL BEACH CLIMATE","68.776","-81.244","NU","-23.6","0",NA,"-5.1","0","-36.0","0","",,NA,"3.2","0",NA,"12.0","1","",,NA,"1290.6","0.0","2402353"
"HALL BEACH A","68.776","-81.243","NU","-24.0","5",NA,"-5.1","5","-36.0","5","",,NA,"0.0","5",NA,"","0","",,NA,"1090.7","0.0","2402354"
"IQALUIT CLIMATE","63.747","-68.544","NU","-21.7","0",NA,"-0.9","0","-32.2","0","",,NA,"9.1","0",NA,"19.0","3","",,NA,"1231.9","0.0","2402592"
"ISACHSEN (AUT)","78.792","-103.554","NU","-27.6","14",NA,"-7.7","14","-38.9","13","",,NA,"1.1","17",NA,"","0","",,NA,"776.0","0.0","2402604"
"PANGNIRTUNG","66.143","-65.711","NU","-21.3","0",NA,"-0.5","0","-33.5","0","",,NA,"13.6","0",NA,"40.0","4","",,NA,"1219.4","0.0","2403049"
"POND INLET CLIMATE","72.693","-77.958","NU","-27.7","0",NA,"-8.1","0","-37.9","0","",,NA,"4.6","0",NA,"24.0","1","",,NA,"1417.9","0.0","2403204"
"POND INLET A","72.689","-77.969","NU","-27.4","4",NA,"-7.8","4","-37.3","4","",,NA,"0.0","4",NA,"","0","",,NA,"1226.5","0.0","2403206"
"REA POINT","75.377","-105.715","NU","-25.6","4",NA,"-7.5","4","-35.5","0","",,NA,"24.2","4",NA,"0.0","6","",,NA,"1176.1","0.0","2403450"
"RESOLUTE BAY A","74.717","-94.969","NU","-24.9","1",NA,"-7.3","1","-34.2","0","6.1","1",NA,"6.4","1",NA,"12.0","1","",,NA,"1286.8","0.0","2403498"
"RESOLUTE CS","74.716","-94.983","NU","-24.0","14",NA,"-7.0","14","-33.8","3","",,NA,"4.9","16",NA,"1.0","2","",,NA,"713.3","0.0","2403505"
"RESOLUTION ISLAND","61.600","-64.633","NU","-14.9","0",NA,"-3.5","0","-24.6","0","",,NA,"",,NA,"","","",,NA,"1018.4","0.0","2403602"
"STEFANSSON ISLAND","73.766","-105.296","NU","-25.7","7",NA,"-7.5","7","-37.0","1","",,NA,"2.9","8",NA,"21.0","0","",,NA,"1047.9","0.0","2403756"
"SVARTEVAEG","81.161","-91.816","NU","-28.1","1",NA,"-8.9","0","-37.1","1","",,NA,"45.4","1",NA,"64.0","18","",,NA,"1383.4","0.0","2403833"
"TALOYOAK A","69.547","-93.577","NU","-24.5","9",NA,"-7.3","8","-36.7","6","10.5","4",NA,"7.4","7",NA,"14.0","2","",,NA,"935.7","0.0","2403855"
"NANGMAGVIK LAKE","74.139","-119.989","NT","-26.2","26",NA,"-16.2","26","-36.9","17","",,NA,"0.4","28",NA,"20.0","0","",,NA,"220.9","0.0","2500440"
"HOLMAN CS","70.761","-117.800","NT","-21.8","0",NA,"-5.8","0","-31.6","0","",,NA,"13.4","0",NA,"12.0","5","",,NA,"1232.4","0.0","2502505"
"SACHS HARBOUR CLIMATE","71.993","-125.254","NT","-22.9","0",NA,"-9.6","0","-36.2","0","",,NA,"3.2","0",NA,"10.0","0","",,NA,"1266.4","0.0","2503648"
"THOMSEN RIVER","73.231","-119.538","NT","-27.3","4",NA,"-14.3","4","-42.2","0","",,NA,"",,NA,"27.0","","",,NA,"1224.4","0.0","2503886"
"MOULD BAY CS","76.238","-119.347","NT","-27.0","3",NA,"-12.6","3","-41.0","0","",,NA,"1.0","4",NA,"36.0","0","",,NA,"1259.9","0.0","250M001"
"ABEE AGDM","54.283","-112.967","AB","-15.0","8",NA,"2.7","8","-34.5","2","",,NA,"7.6","8",NA,"","3","",,NA,"758.3","0.0","3010010"
"ALBERT HALL AGCM","53.113","-111.181","AB","-14.1","0",NA,"2.3","0","-33.9","0","",,NA,"7.0","0",NA,"","2","",,NA,"993.9","0.0","3010060"
"ALLIANCE AGCM","52.315","-111.779","AB","-13.2","0",NA,"2.5","0","-31.1","0","",,NA,"6.7","0",NA,"","2","",,NA,"966.8","0.0","3010162"
"ANDREW AGDM","53.917","-112.279","AB","-11.6","6",NA,"3.8","6","-27.9","3","",,NA,"6.5","6",NA,"","3","",,NA,"740.6","0.0","3010237"
"BELLSHILL AGCM","52.582","-111.465","AB","-11.6","7",NA,"2.5","6","-28.7","1","",,NA,"3.0","7",NA,"","0","",,NA,"711.4","0.0","3010650"
"BODO AGDM","52.124","-110.101","AB","-13.0","3",NA,"3.8","3","-33.0","0","",,NA,"5.1","3",NA,"","3","",,NA,"866.6","0.0","3010730"
"BRETON PLOTS","53.089","-114.441","AB","-11.5","0",NA,"4.5","0","-27.9","0","",,NA,"16.0","0",NA,"","5","",,NA,"913.5","0.0","3010816"
"BUSBY AGCM","53.931","-113.922","AB","-13.2","0",NA,"3.7","0","-32.6","0","",,NA,"13.2","0",NA,"","5","",,NA,"966.3","0.0","3010979"
"CADOGAN AGCM","52.334","-110.510","AB","-13.5","0",NA,"3.4","0","-31.0","0","",,NA,"5.7","0",NA,"","1","",,NA,"975.9","0.0","3010992"
"CALMAR","53.290","-113.863","AB","",,"","-16.0","30","-31.0","30","0.0","30",NA,"0.0","30",NA,"","0","","",NA,"","","3011120"
"CAMROSE","53.050","-112.817","AB","-13.3","1","-3.3","4.5","1","-31.3","0","",,NA,"11.1","1",NA,"24.0","4","",,NA,"938.5","0.0","3011240"
"CONSORT AGDM","51.937","-110.713","AB","-13.0","5",NA,"3.9","4","-31.6","3","",,NA,"19.6","6",NA,"","8","",,NA,"805.4","0.0","3011815"
"CORONATION CLIMATE","52.074","-111.449","AB","-14.0","0",NA,"3.9","0","-32.6","0","",,NA,"3.9","0",NA,"","2","",,NA,"991.8","0.0","3011887"
"CRESTOMERE AGCM","52.733","-113.903","AB","-12.3","4",NA,"3.3","4","-32.6","0","",,NA,"12.2","4",NA,"","3","",,NA,"817.9","0.0","3011892"
"DELBURNE AGCM","52.183","-113.176","AB","-11.3","2",NA,"3.4","2","-27.8","0","",,NA,"11.3","2",NA,"","3","",,NA,"849.2","0.0","3012050"
"DEWBERRY AGCM","53.659","-110.588","AB","-14.7","6",NA,"2.7","6","-34.8","1","",,NA,"5.3","6",NA,"","1","",,NA,"816.3","0.0","3012073"
"EDGERTON AGCM","52.778","-110.433","AB","-14.8","10",NA,"2.9","8","-32.9","4","",,NA,"3.5","9",NA,"","1","",,NA,"689.0","0.0","3012192"
"EDMONTON INTERNATIONAL CS","53.307","-113.606","AB","-13.4","0",NA,"3.9","0","-33.0","0","",,NA,"32.4","3",NA,"6.0","10","",,NA,"973.6","0.0","3012206"
"EDMONTON BLATCHFORD","53.573","-113.517","AB","-11.3","0",NA,"4.0","0","-27.3","0","",,NA,"13.2","0",NA,"10.0","3","",,NA,"909.0","0.0","3012209"
"EDMONTON NAMAO AWOS A","53.667","-113.467","AB","-12.4","2",NA,"3.9","2","-30.1","1","",,NA,"6.0","2",NA,"","1","",,NA,"881.5","0.0","3012212"
"EDMONTON INTL A","53.310","-113.579","AB","-13.6","1",NA,"3.4","1","-32.8","0","15.4","0",NA,"15.1","0",NA,"12.0","5","",,NA,"949.2","0.0","3012216"
"EDMONTON VILLENEUVE A","53.668","-113.856","AB","-11.0","9",NA,"4.2","9","-30.3","8","",,NA,"0.0","9",NA,"","0","",,NA,"637.9","0.0","3012229"
"EDMONTON STONY PLAIN","53.548","-114.108","AB","-11.3","0","-2.4","4.0","0","-26.5","0","21.8","0","115.0","15.6","0","92.0","14.0","4","",,NA,"907.2","0.0","301222F"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","-11.9","0","-2.3","6.1","0","-30.1","0","",,NA,"14.9","0","89.0","15.0","6","",,NA,"925.8","0.0","3012275"
"FABYAN","52.967","-111.000","AB","-14.9","0","-2.7","2.0","0","-33.5","0","8.6","0","49.0","8.6","0","48.0","0.0","5","","",NA,"1019.0","0.0","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","-9.0","13",NA,"2.4","12","-26.2","10","",,NA,"5.4","15",NA,"","2","",,NA,"485.9","0.0","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","-11.6","0","-3.2","3.0","0","-32.0","0","13.8","0","119.0","13.8","0","117.0","0.0","3","","",NA,"917.8","0.0","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","-12.9","3",NA,"3.4","3","-31.3","0","",,NA,"5.2","3",NA,"","2","",,NA,"865.3","0.0","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","-13.0","23","-2.6","7.0","23","-32.0","23","1.0","23",NA,"1.0","23",NA,"","1","","",NA,"248.3","0.0","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","-13.6","4",NA,"2.1","4","-34.6","0","",,NA,"5.9","4",NA,"","1","",,NA,"853.6","0.0","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","-10.3","7",NA,"4.4","7","-28.5","1","",,NA,"",,NA,"","","",,NA,"678.4","0.0","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","-13.4","0",NA,"4.0","0","-30.3","0","",,NA,"5.4","11",NA,"","1","",,NA,"971.9","0.0","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","-13.7","0",NA,"6.3","0","-32.3","0","",,NA,"6.3","21",NA,"","3","",,NA,"983.0","0.0","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","-13.6","6",NA,"1.8","6","-31.7","1","",,NA,"12.0","6",NA,"","3","",,NA,"790.2","0.0","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","-15.1","12",NA,"2.1","11","-33.4","4","",,NA,"2.3","14",NA,"","0","",,NA,"628.3","0.0","3013362"
"KILLAM AGDM","52.848","-111.872","AB","-15.4","8",NA,"2.1","5","-31.9","4","",,NA,"21.7","10",NA,"","9","",,NA,"768.3","0.0","3013640"
"KITSCOTY AGCM","53.353","-110.416","AB","-14.1","2",NA,"1.7","2","-31.9","0","",,NA,"4.9","2",NA,"","2","",,NA,"931.7","0.0","3013660"
"LEGAL AGCM","54.003","-113.474","AB","-12.7","8",NA,"2.9","7","-31.1","2","",,NA,"9.7","10",NA,"","5","",,NA,"705.9","0.0","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","-14.2","6",NA,"1.9","5","-34.6","4","",,NA,"3.3","8",NA,"","1","",,NA,"805.6","0.0","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","-15.9","4",NA,"1.4","4","-31.9","4","",,NA,"0.0","4",NA,"","0","",,NA,"914.8","0.0","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","-14.2","0","-1.7","2.0","0","-30.5","0","13.6","0","89.0","12.4","0","86.0","8.0","6","","",NA,"997.1","0.0","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"14.6","0","115.0","14.6","0","114.0","20.0","3","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","-16.4","13",NA,"3.1","13","-32.7","9","",,NA,"4.2","15",NA,"","1","",,NA,"618.8","0.0","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"9.0","5",NA,"9.0","5",NA,"0.0","2","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","-13.2","8",NA,"4.3","7","-30.0","3","",,NA,"9.7","9",NA,"4.0","2","",,NA,"717.9","0.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","-14.9","5",NA,"3.4","5","-37.3","2","",,NA,"6.9","5",NA,"","1","",,NA,"855.1","0.0","3014690"
"NEW SAREPTA AGCM","53.262","-113.165","AB","-12.6","2",NA,"3.3","2","-30.0","0","",,NA,"9.8","2",NA,"","4","",,NA,"887.0","0.0","3014795"
"OLIVER AGDM","53.650","-113.350","AB","-10.2","7",NA,"4.1","6","-31.7","1","",,NA,"",,NA,"","","",,NA,"677.0","0.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","-13.5","0",NA,"3.6","0","-34.4","0","",,NA,"",,NA,"","","",,NA,"977.8","0.0","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","-14.6","9",NA,"2.4","8","-31.2","3","",,NA,"3.5","9",NA,"15.0","0","",,NA,"717.2","0.0","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","-11.9","8",NA,"2.5","7","-29.3","3","",,NA,"6.3","8",NA,"","2","",,NA,"688.5","0.0","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","-14.4","5",NA,"1.2","4","-32.3","2","",,NA,"5.9","7",NA,"","1","",,NA,"843.3","0.0","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","-13.2","0",NA,"5.9","0","-30.8","0","",,NA,"23.1","0",NA,"17.0","5","",,NA,"968.7","0.0","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","-13.3","0",NA,"2.7","0","-31.0","0","",,NA,"5.5","2",NA,"","2","",,NA,"971.6","0.0","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","-11.8","7",NA,"2.6","6","-32.3","1","",,NA,"5.1","7",NA,"","1","",,NA,"716.2","0.0","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","-13.1","5",NA,"1.8","4","-32.5","1","",,NA,"29.8","7",NA,"","10","",,NA,"808.2","0.0","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","-13.3","0",NA,"6.7","0","-31.2","0","",,NA,"5.6","1",NA,"","3","",,NA,"971.8","0.0","3015797"
"SHONTS AGCM","53.333","-112.539","AB","-13.1","0",NA,"3.1","0","-31.5","0","",,NA,"9.5","0",NA,"","3","",,NA,"964.4","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","-12.9","4",NA,"3.2","4","-31.5","2","",,NA,"4.9","7",NA,"","2","",,NA,"835.6","0.0","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","-13.7","0",NA,"6.0","0","-33.6","0","",,NA,"4.8","17",NA,"","1","",,NA,"982.4","0.0","3016070"
"STETTLER AGDM","52.347","-112.596","AB","-12.3","7",NA,"2.2","6","-27.9","3","",,NA,"7.3","7",NA,"","1","",,NA,"726.5","0.0","3016124"
"THORSBY AGCM","53.217","-113.895","AB","-13.7","11",NA,"3.2","8","-28.9","6","",,NA,"5.3","13",NA,"","2","",,NA,"634.1","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","-13.1","12",NA,"3.4","11","-28.0","11","",,NA,"3.4","13",NA,"","0","",,NA,"590.6","0.0","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","-13.2","12",NA,"1.6","10","-27.2","8","",,NA,"5.2","12",NA,"","2","",,NA,"593.5","0.0","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"18.4","0",NA,"18.4","0",NA,"15.0","5","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","-13.3","7",NA,"3.2","5","-29.0","2","",,NA,"10.8","7",NA,"","4","",,NA,"751.6","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","-14.0","6",NA,"3.1","5","-34.3","1","",,NA,"6.3","6",NA,"","2","",,NA,"800.2","0.0","3016802"
"VIKING AGCM","53.182","-111.732","AB","-11.0","8",NA,"2.0","8","-30.0","0","",,NA,"6.5","8",NA,"","3","",,NA,"667.8","0.0","3016841"
"VILNA AGCM","54.130","-111.921","AB","-14.5","10",NA,"3.0","8","-34.2","3","",,NA,"7.1","10",NA,"","2","",,NA,"681.7","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","-12.1","0",NA,"3.5","0","-29.3","0","",,NA,"18.2","0",NA,"18.0","4","",,NA,"933.9","0.0","3016860"
"VEGREVILLE","53.505","-112.098","AB","-13.0","0","-1.3","4.7","0","-31.0","0","",,NA,"21.6","0","175.0","10.0","9","",,NA,"962.1","0.0","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","-13.0","10",NA,"4.4","10","-31.0","2","",,NA,"4.9","12",NA,"","2","",,NA,"650.4","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","-11.8","0",NA,"3.6","0","-26.9","0","",,NA,"13.7","0",NA,"13.0","3","",,NA,"923.0","0.0","301A001"
"ESTHER 1","51.670","-110.206","AB","-13.2","0",NA,"6.8","0","-34.6","0","",,NA,"3.9","0",NA,"","2","",,NA,"965.7","0.0","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","-10.6","0","-1.8","4.0","0","-27.0","0","5.0","0","54.0","5.0","0","54.0","0.0","3","","",NA,"885.6","0.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","-14.2","0",NA,"3.1","0","-34.9","0","",,NA,"5.5","4",NA,"","3","",,NA,"999.3","0.0","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","-12.2","0",NA,"5.2","0","-31.7","0","",,NA,"8.6","1",NA,"","2","",,NA,"937.4","0.0","3020035"
"ATLEE AGCM","50.810","-111.006","AB","-12.5","0",NA,"5.1","0","-31.7","0","",,NA,"7.9","0",NA,"","2","",,NA,"946.6","0.0","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","-12.7","0",NA,"8.2","0","-32.3","0","",,NA,"16.8","0",NA,"","4","",,NA,"951.3","0.0","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","-11.0","9",NA,"6.4","9","-27.7","1","",,NA,"6.7","9",NA,"","2","",,NA,"636.9","0.0","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","-12.1","2",NA,"6.8","2","-30.9","2","",,NA,"5.6","3",NA,"","2","",,NA,"872.9","0.0","3021912"
"CRAIGMYLE","51.767","-112.283","AB","-12.2","2","-3.3","6.5","2","-30.0","2","16.2","2",NA,"16.2","2",NA,"0.0","4","","",NA,"874.8","0.0","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","-12.8","7",NA,"10.1","6","-30.6","1","",,NA,"",,NA,"","","",,NA,"739.1","0.0","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","-12.4","5",NA,"3.7","5","-31.7","0","",,NA,"18.1","5",NA,"","5","",,NA,"790.4","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","-12.4","6",NA,"6.0","6","-26.6","3","",,NA,"7.6","7",NA,"","3","",,NA,"760.7","0.0","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","-13.5","0",NA,"4.2","0","-32.0","0","",,NA,"16.9","0",NA,"14.0","4","",,NA,"976.9","0.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","-13.0","6",NA,"3.7","5","-31.2","3","",,NA,"11.4","7",NA,"1.0","4","",,NA,"775.9","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","-14.2","0",NA,"4.6","0","-34.0","0","",,NA,"20.0","9",NA,"","4","",,NA,"997.1","0.0","3023850"
"MORRIN AGDM","51.660","-112.675","AB","-12.3","3",NA,"7.3","3","-28.9","0","",,NA,"19.3","3",NA,"","10","",,NA,"847.0","0.0","3024668"
"OLDS AGDM","51.759","-114.085","AB","-12.3","3",NA,"3.6","3","-30.3","0","",,NA,"22.0","3",NA,"","5","",,NA,"847.6","0.0","3024925"
